content_type,country,date_added,release_year,rating,duration,genres,duration_int,duration_type
0,968,4261.0,1141,9,117 min,1206,0.3729903536977492,2
0,3,4199.0,1141,9,95 min,1597,0.3022508038585209,2
0,60,4138.0,39,10,101 min,271,0.32154340836012857,2
0,1,4108.0,1141,9,102 min,1597,0.3247588424437299,2
0,807,4108.0,1141,10,122 min,1597,0.3890675241157556,2
0,95,4108.0,1141,8,95 min,1206,0.3022508038585209,2
1,807,4108.0,1022,9,1 Season,749,0.0,0
1,807,4049.0,279,9,1 Season,749,0.0,0
0,412,4049.0,7,1,92 min,857,0.292604501607717,2
1,2805,4018.0,1024,8,3 Season,386,0.006430868167202573,0
0,60,4018.0,554,9,111 min,1206,0.35369774919614144,2
1,2805,4018.0,1024,10,13 Season,34,0.03858520900321543,0
0,968,4018.0,1141,10,115 min,1597,0.36655948553054657,2
0,2805,4018.0,228,10,61 min,332,0.19292604501607719,2
0,245,4018.0,1022,6,97 min,21,0.30868167202572344,2
0,968,4018.0,1022,10,120 min,128,0.382636655948553,2
0,968,4018.0,1022,10,148 min,1597,0.47266881028938906,2
1,1,4018.0,1141,10,2 Season,749,0.003215434083601286,0
1,2805,4018.0,1024,8,1 Season,120,0.0,0
0,2805,4018.0,193,10,48 min,332,0.15112540192926047,2
0,412,4017.0,17,10,28 min,332,0.08681672025723473,2
0,807,4017.0,554,10,34 min,818,0.10610932475884245,2
0,412,4017.0,23,10,61 min,332,0.19292604501607719,2
0,412,4017.0,28,10,56 min,332,0.17684887459807075,2
0,2805,4017.0,16,10,81 min,332,0.2572347266881029,2
0,807,4017.0,279,10,68 min,332,0.21543408360128619,2
0,412,4017.0,136,10,58 min,332,0.1832797427652733,2
0,110,4017.0,891,10,100 min,818,0.3183279742765273,2
0,2805,4017.0,8,10,50 min,332,0.15755627009646303,2
0,2805,4017.0,17,10,49 min,332,0.15434083601286175,2
0,2805,4017.0,17,10,71 min,332,0.22508038585209003,2
0,2805,4017.0,891,10,29 min,818,0.09003215434083602,2
0,75,4017.0,1141,9,108 min,1206,0.34405144694533757,2
0,807,4017.0,1141,8,125 min,18,0.39871382636655944,2
0,245,4017.0,1141,9,100 min,857,0.3183279742765273,2
0,2805,4017.0,22,10,30 min,332,0.0932475884244373,2
0,2805,4017.0,17,10,30 min,332,0.0932475884244373,2
0,412,4017.0,184,10,146 min,18,0.46623794212218644,2
0,412,4017.0,136,10,127 min,18,0.405144694533762,2
0,2805,4017.0,228,10,46 min,332,0.14469453376205788,2
0,2805,4017.0,184,9,57 min,332,0.18006430868167203,2
1,807,4016.0,1,9,1 Season,16,0.0,0
1,60,4015.0,1141,10,1 Season,399,0.0,0
0,1,4014.0,1141,10,122 min,1597,0.3890675241157556,2
0,2805,4014.0,1141,10,312 min,1597,1.0,2
1,13,4014.0,554,10,1 Season,399,0.0,0
0,968,4014.0,228,10,109 min,857,0.3472668810289389,2
1,2805,4014.0,1141,10,1 Season,399,0.0,0
1,968,4014.0,1141,9,1 Season,749,0.0,0
0,807,4014.0,1141,9,73 min,818,0.2315112540192926,2
0,145,4014.0,1141,10,96 min,1597,0.3054662379421222,2
1,2805,4010.0,1141,8,1 Season,34,0.0,0
1,75,4010.0,184,9,1 Season,749,0.0,0
1,1,4009.0,1141,8,1 Season,248,0.0,0
1,807,4008.0,1141,9,1 Season,399,0.0,0
1,412,4008.0,1141,10,5 Season,248,0.012861736334405145,0
1,807,4008.0,1141,10,1 Season,749,0.0,0
1,2805,4007.0,1141,8,1 Season,220,0.0,0
0,27,4007.0,1141,10,105 min,1206,0.33440514469453375,2
0,2805,4007.0,1141,3,124 min,1597,0.3954983922829582,2
1,75,4007.0,1022,9,1 Season,749,0.0,0
1,245,4007.0,1141,9,2 Season,176,0.003215434083601286,0
1,75,4007.0,1022,10,1 Season,749,0.0,0
1,75,4007.0,891,9,1 Season,749,0.0,0
1,67,4007.0,1141,10,1 Season,399,0.0,0
1,245,4007.0,1141,10,1 Season,176,0.0,0
0,4,4007.0,1141,10,105 min,818,0.33440514469453375,2
1,103,4007.0,1141,10,1 Season,749,0.0,0
0,22,4006.0,184,3,78 min,271,0.24758842443729903,2
0,245,4006.0,1141,8,22 min,54,0.06752411575562701,2
1,245,4006.0,554,9,2 Season,176,0.003215434083601286,0
0,22,4006.0,228,10,95 min,857,0.3022508038585209,2
0,22,4006.0,554,10,82 min,128,0.26045016077170413,2
0,22,4006.0,348,10,89 min,1597,0.28295819935691313,2
0,968,4005.0,1141,10,90 min,1597,0.28617363344051444,2
1,2805,4004.0,1141,10,1 Season,34,0.0,0
0,968,4003.0,1141,10,85 min,1597,0.270096463022508,2
0,2805,4003.0,1141,7,29 min,595,0.09003215434083602,2
0,968,4002.0,1141,9,137 min,1206,0.4372990353697749,2
1,65,4002.0,1141,9,1 Season,749,0.0,0
0,2805,4002.0,348,8,27 min,595,0.08360128617363344,2
1,2805,4002.0,184,8,1 Season,386,0.0,0
0,2805,4002.0,348,3,112 min,1597,0.35691318327974275,2
0,1,4002.0,348,3,112 min,1206,0.35691318327974275,2
0,2805,4002.0,1141,10,153 min,18,0.48874598070739544,2
0,1,4002.0,348,2,123 min,1597,0.3922829581993569,2
0,2805,4001.0,1141,8,90 min,595,0.28617363344051444,2
1,412,4001.0,1141,10,2 Season,248,0.003215434083601286,0
0,75,4001.0,1022,9,84 min,1206,0.26688102893890675,2
0,2805,4001.0,1141,10,78 min,818,0.24758842443729903,2
0,2805,4001.0,1141,10,79 min,818,0.2508038585209003,2
0,2805,4001.0,1141,8,73 min,818,0.2315112540192926,2
0,2805,4001.0,1141,10,83 min,818,0.26366559485530544,2
0,145,4001.0,1022,9,83 min,818,0.26366559485530544,2
0,968,4001.0,1141,10,145 min,1597,0.4630225080385852,2
1,189,4000.0,1141,9,1 Season,749,0.0,0
1,807,4000.0,1141,10,1 Season,248,0.0,0
0,13,4000.0,1141,3,135 min,1597,0.4308681672025723,2
1,2805,4000.0,1141,10,1 Season,120,0.0,0
1,2805,4000.0,1141,10,1 Season,399,0.0,0
1,86,4000.0,1141,10,1 Season,399,0.0,0
1,45,4000.0,1141,10,3 Season,399,0.006430868167202573,0
1,2805,4000.0,1141,6,8 Season,386,0.022508038585209004,0
1,245,3998.0,1141,10,1 Season,176,0.0,0
0,2805,3998.0,1141,8,35 min,818,0.10932475884244373,2
0,2805,3968.0,1141,10,68 min,332,0.21543408360128619,2
0,45,3845.0,1141,9,96 min,1206,0.3054662379421222,2
1,67,3845.0,1141,10,1 Season,399,0.0,0
0,2805,3845.0,1141,2,110 min,1206,0.3504823151125402,2
0,807,3845.0,1141,7,58 min,595,0.1832797427652733,2
0,75,3845.0,1141,2,105 min,857,0.33440514469453375,2
1,2805,3845.0,1141,10,2 Season,120,0.003215434083601286,0
1,86,3845.0,1141,10,1 Season,749,0.0,0
0,807,3845.0,1141,10,59 min,818,0.1864951768488746,2
0,807,3845.0,1141,5,28 min,595,0.08681672025723473,2
0,2805,3845.0,1141,10,98 min,818,0.31189710610932475,2
0,807,3754.0,1141,10,63 min,332,0.19935691318327975,2
1,189,3723.0,1141,9,2 Season,749,0.003215434083601286,0
1,189,3695.0,1141,10,1 Season,399,0.0,0
0,18,3695.0,1141,9,155 min,857,0.49517684887459806,2
0,14,3664.0,184,9,122 min,1597,0.3890675241157556,2
0,53,3664.0,152,10,87 min,128,0.27652733118971057,2
0,110,3664.0,1141,10,73 min,818,0.2315112540192926,2
0,1,3664.0,1141,10,98 min,1597,0.31189710610932475,2
0,16,3664.0,279,10,130 min,857,0.4147909967845659,2
0,53,3664.0,348,9,105 min,1206,0.33440514469453375,2
0,968,3664.0,348,9,110 min,1206,0.3504823151125402,2
0,22,3664.0,1141,9,81 min,1597,0.2572347266881029,2
0,53,3664.0,184,8,115 min,1206,0.36655948553054657,2
0,16,3664.0,348,9,113 min,1206,0.360128617363344,2
0,86,3664.0,554,9,146 min,857,0.46623794212218644,2
1,807,3664.0,1022,7,1 Season,386,0.0,0
0,2,3664.0,554,9,118 min,857,0.37620578778135044,2
0,14,3664.0,891,10,109 min,857,0.3472668810289389,2
0,53,3664.0,152,9,117 min,1206,0.3729903536977492,2
0,807,3664.0,1141,5,23 min,54,0.0707395498392283,2
0,53,3664.0,193,10,95 min,857,0.3022508038585209,2
0,968,3664.0,1022,10,124 min,1597,0.3954983922829582,2
0,2805,3664.0,1022,10,90 min,818,0.28617363344051444,2
0,53,3664.0,279,10,96 min,1206,0.3054662379421222,2
0,65,3664.0,136,10,96 min,1597,0.3054662379421222,2
1,4,3986.0,1141,10,1 Season,399,0.0,0
0,2805,3986.0,1141,8,93 min,595,0.2958199356913183,2
0,1,3986.0,1141,5,30 min,595,0.0932475884244373,2
1,2805,3986.0,1141,8,1 Season,120,0.0,0
0,110,3986.0,1141,10,82 min,1597,0.26045016077170413,2
0,1,3986.0,1141,2,127 min,1597,0.405144694533762,2
1,245,3986.0,1141,10,1 Season,749,0.0,0
0,968,3986.0,1141,10,114 min,1597,0.3633440514469453,2
0,968,3986.0,1141,10,119 min,1206,0.37942122186495175,2
1,73,3986.0,1141,6,2 Season,386,0.003215434083601286,0
0,124,3986.0,1141,10,101 min,857,0.32154340836012857,2
0,1,3986.0,1141,10,96 min,1597,0.3054662379421222,2
1,2805,3983.0,1141,10,1 Season,34,0.0,0
1,3,3983.0,554,8,1 Season,386,0.0,0
0,2805,3981.0,1141,5,44 min,595,0.1382636655948553,2
1,180,3979.0,1141,10,3 Season,749,0.006430868167202573,0
1,145,3979.0,1141,10,1 Season,399,0.0,0
1,412,3979.0,1141,10,2 Season,248,0.003215434083601286,0
1,2805,3978.0,1141,9,2 Season,120,0.003215434083601286,0
0,2805,3978.0,1141,8,104 min,595,0.33118971061093244,2
0,145,3977.0,1141,10,91 min,1206,0.28938906752411575,2
1,807,3976.0,1141,6,1 Season,386,0.0,0
1,807,3976.0,1022,6,1 Season,386,0.0,0
0,73,3976.0,1141,1,91 min,595,0.28938906752411575,2
0,79,3976.0,1141,10,114 min,271,0.3633440514469453,2
0,79,3976.0,1141,9,91 min,1206,0.28938906752411575,2
1,2805,3976.0,1141,8,1 Season,120,0.0,0
0,2805,3976.0,1141,10,64 min,332,0.20257234726688103,2
0,2805,3974.0,88,0,89 min,818,0.28295819935691313,2
1,65,3973.0,1022,9,1 Season,749,0.0,0
1,14,3973.0,891,9,1 Season,2,0.0,0
1,2805,3973.0,891,9,1 Season,32,0.0,0
0,2805,3972.0,1141,10,95 min,271,0.3022508038585209,2
0,27,3972.0,1141,10,94 min,1206,0.29903536977491957,2
1,180,3972.0,1141,7,2 Season,386,0.003215434083601286,0
0,2805,3972.0,1141,3,133 min,1206,0.42443729903536975,2
0,2805,3972.0,1141,7,102 min,595,0.3247588424437299,2
1,77,3972.0,1141,10,1 Season,220,0.0,0
0,968,3971.0,1141,8,122 min,1597,0.3890675241157556,2
1,807,3971.0,1022,5,1 Season,176,0.0,0
0,180,3971.0,1022,1,86 min,1206,0.2733118971061093,2
0,968,3971.0,1141,9,111 min,1206,0.35369774919614144,2
0,79,3971.0,1141,10,111 min,271,0.35369774919614144,2
0,968,3971.0,554,10,136 min,818,0.4340836012861736,2
0,968,3971.0,1141,9,121 min,1206,0.3858520900321543,2
0,968,3971.0,1141,9,119 min,271,0.37942122186495175,2
0,145,3971.0,1022,9,115 min,1597,0.36655948553054657,2
0,75,3969.0,1141,10,128 min,857,0.4083601286173633,2
0,807,3969.0,1141,9,92 min,18,0.292604501607717,2
1,13,3969.0,1141,10,1 Season,399,0.0,0
1,1,3936.0,1022,8,1 Season,220,0.0,0
0,53,3906.0,152,9,99 min,1206,0.315112540192926,2
0,67,3906.0,1022,10,106 min,1206,0.337620578778135,2
1,2805,3906.0,1141,10,1 Season,220,0.0,0
0,75,3906.0,1141,3,122 min,857,0.3890675241157556,2
1,77,3906.0,1141,10,1 Season,749,0.0,0
1,35,3906.0,1141,10,1 Season,399,0.0,0
1,6,3906.0,1141,5,2 Season,386,0.003215434083601286,0
1,2805,3906.0,1141,10,1 Season,120,0.0,0
1,27,3875.0,1022,10,1 Season,399,0.0,0
1,2805,3844.0,1022,10,1 Season,399,0.0,0
0,968,3783.0,1141,9,129 min,1597,0.4115755627009646,2
0,2805,3783.0,1141,10,90 min,332,0.28617363344051444,2
1,22,3722.0,61,9,7 Season,749,0.01929260450160772,0
0,77,3694.0,1141,10,116 min,1206,0.3697749196141479,2
1,807,3694.0,1141,7,1 Season,386,0.0,0
0,2805,3694.0,1141,9,59 min,818,0.1864951768488746,2
0,2805,3694.0,1141,7,95 min,1597,0.3022508038585209,2
0,1,3694.0,1141,3,122 min,80,0.3890675241157556,2
0,2805,3694.0,1141,10,98 min,818,0.31189710610932475,2
0,968,3663.0,152,9,117 min,1206,0.3729903536977492,2
0,968,3663.0,136,9,95 min,128,0.3022508038585209,2
0,968,3663.0,554,9,146 min,1597,0.46623794212218644,2
0,968,3663.0,279,9,136 min,1597,0.4340836012861736,2
0,968,3663.0,184,9,91 min,857,0.28938906752411575,2
0,968,3663.0,1141,9,123 min,1597,0.3922829581993569,2
0,968,3663.0,228,9,144 min,1206,0.4598070739549839,2
0,968,3663.0,193,9,121 min,1206,0.3858520900321543,2
0,180,3663.0,1141,8,91 min,128,0.28938906752411575,2
0,968,3663.0,96,9,158 min,1206,0.504823151125402,2
1,56,3663.0,554,5,2 Season,386,0.003215434083601286,0
0,2,3663.0,88,9,157 min,1597,0.5016077170418006,2
0,968,3663.0,152,9,124 min,1206,0.3954983922829582,2
0,968,3663.0,193,8,106 min,1206,0.337620578778135,2
0,2805,3663.0,1141,10,92 min,20,0.292604501607717,2
0,77,3663.0,1022,10,80 min,332,0.25401929260450157,2
1,2805,3663.0,1141,10,3 Season,220,0.006430868167202573,0
0,968,3663.0,554,9,126 min,1597,0.40192926045016075,2
0,968,3663.0,279,10,129 min,1206,0.4115755627009646,2
0,968,3663.0,228,9,133 min,128,0.42443729903536975,2
0,968,3663.0,88,9,109 min,1206,0.3472668810289389,2
0,968,3663.0,228,10,143 min,1597,0.4565916398713826,2
0,968,3663.0,279,9,140 min,857,0.44694533762057875,2
0,968,3663.0,228,9,150 min,1206,0.4790996784565916,2
0,968,3663.0,279,8,128 min,1206,0.4083601286173633,2
0,968,3663.0,279,10,120 min,1597,0.382636655948553,2
0,968,3663.0,228,9,154 min,1206,0.49196141479099675,2
0,2805,3663.0,96,10,45 min,332,0.1414790996784566,2
0,968,3663.0,554,9,132 min,1206,0.42122186495176844,2
0,968,3663.0,88,9,126 min,1597,0.40192926045016075,2
0,2805,3663.0,279,10,95 min,332,0.3022508038585209,2
0,968,3663.0,136,10,135 min,1597,0.4308681672025723,2
0,968,3663.0,348,9,139 min,1206,0.44372990353697744,2
0,968,3663.0,184,10,131 min,1597,0.4180064308681672,2
0,968,3663.0,136,9,118 min,1206,0.37620578778135044,2
0,968,3663.0,193,9,129 min,857,0.4115755627009646,2
0,968,3663.0,348,9,131 min,1597,0.4180064308681672,2
0,968,3663.0,279,9,146 min,1597,0.46623794212218644,2
0,968,3663.0,279,9,123 min,1206,0.3922829581993569,2
0,968,3663.0,348,9,141 min,1597,0.45016077170418006,2
0,2805,3663.0,554,10,93 min,332,0.2958199356913183,2
1,807,3663.0,228,8,1 Season,248,0.0,0
0,2805,3663.0,1022,10,91 min,818,0.28938906752411575,2
0,30,3663.0,891,10,106 min,1597,0.337620578778135,2
0,968,3663.0,136,9,131 min,1206,0.4180064308681672,2
0,968,3663.0,348,8,95 min,1206,0.3022508038585209,2
0,968,3663.0,184,1,104 min,595,0.33118971061093244,2
0,5,3956.0,1141,10,126 min,1597,0.40192926045016075,2
0,75,3956.0,554,3,118 min,1597,0.37620578778135044,2
1,245,3955.0,1141,10,2 Season,176,0.003215434083601286,0
0,16,3952.0,96,9,94 min,857,0.29903536977491957,2
0,807,3951.0,1141,10,100 min,1597,0.3183279742765273,2
0,1,3951.0,1141,2,126 min,1597,0.40192926045016075,2
0,1,3951.0,1141,10,90 min,1206,0.28617363344051444,2
0,35,3951.0,1141,9,87 min,1206,0.27652733118971057,2
0,47,3951.0,1141,9,97 min,818,0.30868167202572344,2
1,5,3951.0,1141,10,1 Season,399,0.0,0
0,968,3951.0,1141,10,115 min,1597,0.36655948553054657,2
1,2805,3950.0,152,8,1 Season,386,0.0,0
1,2805,3950.0,1022,9,2 Season,120,0.003215434083601286,0
0,2805,3950.0,1141,10,93 min,818,0.2958199356913183,2
0,807,3949.0,554,9,138 min,857,0.4405144694533762,2
0,2805,3948.0,1141,10,74 min,332,0.2347266881028939,2
1,65,3948.0,1141,9,1 Season,749,0.0,0
0,2805,3948.0,1141,2,102 min,857,0.3247588424437299,2
1,2805,3948.0,1022,10,3 Season,34,0.006430868167202573,0
0,4,3945.0,1141,10,104 min,1206,0.33118971061093244,2
1,65,3944.0,1141,9,1 Season,749,0.0,0
1,86,3944.0,1022,8,1 Season,220,0.0,0
1,2805,3944.0,1141,8,1 Season,386,0.0,0
0,1,3944.0,1141,10,51 min,54,0.1607717041800643,2
0,807,3944.0,1141,10,50 min,54,0.15755627009646303,2
0,1,3944.0,1141,1,86 min,595,0.2733118971061093,2
0,189,3944.0,1141,10,140 min,857,0.44694533762057875,2
1,2805,3944.0,1141,9,2 Season,399,0.003215434083601286,0
1,2805,3944.0,1141,10,3 Season,399,0.006430868167202573,0
0,968,3944.0,279,9,122 min,1597,0.3890675241157556,2
0,807,3944.0,1141,5,23 min,54,0.0707395498392283,2
1,60,3944.0,1022,10,4 Season,749,0.00964630225080386,0
0,16,3944.0,891,10,95 min,857,0.3022508038585209,2
0,1,3944.0,1141,10,121 min,857,0.3858520900321543,2
1,412,3944.0,1141,10,1 Season,248,0.0,0
0,968,3943.0,1141,10,131 min,1597,0.4180064308681672,2
1,180,3942.0,228,8,2 Season,386,0.003215434083601286,0
1,86,3941.0,1141,10,5 Season,399,0.012861736334405145,0
0,2805,3941.0,1141,10,63 min,332,0.19935691318327975,2
0,968,3940.0,1022,10,150 min,1597,0.4790996784565916,2
0,968,3940.0,1141,10,159 min,1597,0.5080385852090032,2
1,412,3940.0,1141,10,1 Season,248,0.0,0
0,968,3938.0,1141,9,131 min,1597,0.4180064308681672,2
0,75,3996.0,1141,10,130 min,271,0.4147909967845659,2
1,807,3996.0,1141,6,2 Season,399,0.003215434083601286,0
0,5,3996.0,1141,10,99 min,271,0.315112540192926,2
0,2805,3996.0,1141,10,86 min,818,0.2733118971061093,2
1,807,3996.0,1141,10,1 Season,220,0.0,0
0,79,3996.0,1141,9,106 min,271,0.337620578778135,2
0,2805,3996.0,1141,9,57 min,818,0.18006430868167203,2
1,2805,3996.0,1141,8,1 Season,120,0.0,0
1,2805,3996.0,1141,10,1 Season,67,0.0,0
0,1,3996.0,1141,3,97 min,1597,0.30868167202572344,2
1,807,3966.0,1141,10,1 Season,399,0.0,0
1,807,3966.0,1141,8,1 Season,220,0.0,0
0,1,3935.0,1141,3,144 min,1597,0.4598070739549839,2
1,77,3935.0,1141,10,1 Season,399,0.0,0
0,2805,3935.0,1141,3,110 min,12,0.3504823151125402,2
0,2805,3905.0,1141,10,57 min,332,0.18006430868167203,2
0,22,3874.0,1141,9,119 min,857,0.37942122186495175,2
1,2805,3874.0,1022,5,4 Season,386,0.00964630225080386,0
0,2805,3813.0,1141,2,94 min,271,0.29903536977491957,2
1,807,3782.0,1141,9,1 Season,120,0.0,0
1,2,3782.0,1141,9,1 Season,220,0.0,0
1,245,3782.0,1141,9,1 Season,176,0.0,0
0,412,3782.0,1141,10,89 min,271,0.28295819935691313,2
0,2805,3782.0,1141,3,124 min,1206,0.3954983922829582,2
0,807,3782.0,1141,5,25 min,595,0.07717041800643087,2
1,189,3782.0,1141,10,1 Season,749,0.0,0
1,807,3752.0,1141,8,1 Season,176,0.0,0
0,2,3721.0,1022,2,121 min,1597,0.3858520900321543,2
0,2805,3721.0,1022,10,88 min,271,0.2797427652733119,2
0,4,3693.0,1022,3,111 min,857,0.35369774919614144,2
0,2805,3693.0,228,10,81 min,1206,0.2572347266881029,2
0,807,3693.0,1141,10,64 min,332,0.20257234726688103,2
1,412,3693.0,348,10,1 Season,248,0.0,0
0,807,3693.0,136,10,55 min,818,0.17363344051446947,2
0,412,3693.0,348,10,137 min,1206,0.4372990353697749,2
0,412,3693.0,37,10,56 min,1206,0.17684887459807075,2
0,2805,3693.0,36,10,58 min,1206,0.1832797427652733,2
0,412,3693.0,17,3,80 min,1206,0.25401929260450157,2
0,412,3693.0,348,10,94 min,818,0.29903536977491957,2
1,412,3693.0,152,10,1 Season,248,0.0,0
1,1,3693.0,5,10,1 Season,749,0.0,0
1,412,3693.0,7,9,4 Season,248,0.00964630225080386,0
0,412,3693.0,11,3,94 min,80,0.29903536977491957,2
1,47,3693.0,80,10,1 Season,248,0.0,0
0,412,3693.0,16,9,72 min,1206,0.2282958199356913,2
0,412,3693.0,279,10,60 min,818,0.18971061093247588,2
0,968,3662.0,891,9,140 min,857,0.44694533762057875,2
0,180,3662.0,1022,1,91 min,595,0.28938906752411575,2
0,968,3662.0,152,9,97 min,271,0.30868167202572344,2
0,968,3662.0,348,9,146 min,857,0.46623794212218644,2
0,968,3662.0,891,9,118 min,1597,0.37620578778135044,2
0,968,3662.0,152,9,128 min,1597,0.4083601286173633,2
0,968,3662.0,152,10,137 min,1597,0.4372990353697749,2
0,968,3662.0,348,8,145 min,128,0.4630225080385852,2
0,807,3662.0,1022,9,141 min,1597,0.45016077170418006,2
0,968,3662.0,228,9,106 min,1206,0.337620578778135,2
0,807,3662.0,1141,10,135 min,1597,0.4308681672025723,2
0,968,3662.0,279,9,137 min,1597,0.4372990353697749,2
0,968,3662.0,348,9,129 min,1206,0.4115755627009646,2
0,968,3662.0,152,8,99 min,1597,0.315112540192926,2
1,2805,3662.0,1141,10,1 Season,32,0.0,0
0,968,3662.0,1022,9,155 min,857,0.49517684887459806,2
0,968,3662.0,348,9,142 min,1206,0.4533762057877813,2
0,968,3662.0,136,9,214 min,857,0.684887459807074,2
0,968,3662.0,554,8,137 min,1206,0.4372990353697749,2
0,968,3662.0,152,9,128 min,1597,0.4083601286173633,2
0,968,3662.0,1141,9,151 min,1597,0.4823151125401929,2
0,968,3662.0,348,9,121 min,1206,0.3858520900321543,2
0,968,3662.0,152,9,101 min,857,0.32154340836012857,2
0,968,3662.0,136,9,145 min,1206,0.4630225080385852,2
0,968,3662.0,152,9,147 min,128,0.46945337620578775,2
0,968,3662.0,891,9,90 min,1597,0.28617363344051444,2
0,968,3662.0,228,9,129 min,1206,0.4115755627009646,2
0,968,3662.0,80,8,129 min,1206,0.4115755627009646,2
0,968,3662.0,1022,9,136 min,1206,0.4340836012861736,2
0,968,3662.0,891,8,117 min,1206,0.3729903536977492,2
0,968,3662.0,228,9,150 min,857,0.4790996784565916,2
0,968,3662.0,184,9,134 min,857,0.427652733118971,2
0,968,3662.0,184,9,100 min,1206,0.3183279742765273,2
0,2805,3662.0,1141,5,44 min,595,0.1382636655948553,2
0,73,3662.0,1141,5,44 min,595,0.1382636655948553,2
0,2805,3662.0,152,10,111 min,1206,0.35369774919614144,2
0,968,3662.0,348,9,147 min,857,0.46945337620578775,2
0,968,3662.0,279,9,115 min,1597,0.36655948553054657,2
0,968,3662.0,279,8,121 min,1206,0.3858520900321543,2
0,968,3662.0,891,9,103 min,857,0.3279742765273312,2
0,10,3662.0,891,9,73 min,1206,0.2315112540192926,2
0,968,3662.0,554,9,129 min,857,0.4115755627009646,2
0,968,3662.0,348,9,102 min,271,0.3247588424437299,2
0,968,3662.0,279,8,122 min,1206,0.3890675241157556,2
0,968,3662.0,136,9,155 min,857,0.49517684887459806,2
0,968,3662.0,279,9,139 min,857,0.44372990353697744,2
0,968,3662.0,554,8,131 min,1206,0.4180064308681672,2
0,968,3662.0,1022,9,127 min,1206,0.405144694533762,2
1,2805,3662.0,891,9,1 Season,120,0.0,0
0,968,3662.0,228,9,156 min,857,0.4983922829581993,2
0,807,3662.0,1141,10,91 min,818,0.28938906752411575,2
0,968,3662.0,279,8,132 min,1206,0.42122186495176844,2
1,412,3662.0,1141,9,1 Season,248,0.0,0
0,968,3662.0,891,9,130 min,857,0.4147909967845659,2
0,968,3662.0,193,10,137 min,1597,0.4372990353697749,2
0,968,3662.0,152,9,132 min,1206,0.42122186495176844,2
0,1,3662.0,193,9,119 min,1597,0.37942122186495175,2
0,968,3662.0,554,8,140 min,1206,0.44694533762057875,2
0,18,3662.0,891,9,126 min,1597,0.40192926045016075,2
0,47,3925.0,228,1,107 min,595,0.3408360128617363,2
0,77,3924.0,1141,10,111 min,1597,0.35369774919614144,2
0,65,3923.0,1141,10,130 min,857,0.4147909967845659,2
0,2805,3923.0,1141,10,126 min,857,0.40192926045016075,2
0,2805,3923.0,1141,9,24 min,818,0.07395498392282959,2
1,2805,3923.0,1141,10,1 Season,749,0.0,0
1,180,3923.0,1141,6,2 Season,386,0.003215434083601286,0
1,6,3923.0,1141,6,3 Season,386,0.006430868167202573,0
0,79,3923.0,1141,10,108 min,271,0.34405144694533757,2
0,145,3923.0,1141,10,117 min,818,0.3729903536977492,2
0,75,3917.0,1141,10,101 min,20,0.32154340836012857,2
1,807,3916.0,1141,10,1 Season,120,0.0,0
1,245,3916.0,1141,9,1 Season,176,0.0,0
1,2805,3916.0,1141,10,1 Season,120,0.0,0
0,2805,3916.0,1141,10,124 min,818,0.3954983922829582,2
0,77,3916.0,1141,10,63 min,332,0.19935691318327975,2
1,2805,3916.0,1141,9,1 Season,399,0.0,0
1,245,3915.0,348,8,1 Season,176,0.0,0
1,45,3914.0,891,6,1 Season,386,0.0,0
1,15,3910.0,1022,9,1 Season,399,0.0,0
1,2805,3909.0,1141,10,2 Season,399,0.003215434083601286,0
1,807,3909.0,1141,8,1 Season,220,0.0,0
1,110,3909.0,1141,10,2 Season,399,0.003215434083601286,0
1,2805,3909.0,1141,10,1 Season,34,0.0,0
1,807,3909.0,1141,5,1 Season,386,0.0,0
0,5,3909.0,1141,10,114 min,1597,0.3633440514469453,2
0,2805,3909.0,1141,10,98 min,1206,0.31189710610932475,2
1,65,3909.0,1141,9,1 Season,749,0.0,0
0,2805,3908.0,1141,9,100 min,818,0.3183279742765273,2
1,189,3995.0,1141,10,1 Season,749,0.0,0
0,45,3995.0,1141,10,100 min,1597,0.3183279742765273,2
1,2805,3965.0,1141,10,1 Season,34,0.0,0
1,807,3965.0,1141,7,1 Season,220,0.0,0
0,19,3965.0,1141,10,123 min,1597,0.3922829581993569,2
1,807,3904.0,64,9,2 Season,749,0.003215434083601286,0
1,2805,3873.0,279,6,1 Season,386,0.0,0
1,2805,3873.0,891,6,1 Season,386,0.0,0
0,1,3842.0,1141,10,77 min,818,0.24437299035369775,2
1,807,3842.0,1141,10,1 Season,220,0.0,0
1,2805,3842.0,1141,10,2 Season,399,0.003215434083601286,0
0,3,3842.0,1141,8,106 min,595,0.337620578778135,2
0,2805,3842.0,1141,2,106 min,1206,0.337620578778135,2
1,2805,3842.0,1141,6,2 Season,386,0.003215434083601286,0
0,1,3842.0,1141,10,102 min,1597,0.3247588424437299,2
0,968,3812.0,348,9,146 min,1206,0.46623794212218644,2
0,75,3720.0,1141,10,96 min,857,0.3054662379421222,2
1,60,3692.0,1141,10,1 Season,399,0.0,0
1,2805,3692.0,1141,9,3 Season,399,0.006430868167202573,0
1,75,3661.0,1141,10,1 Season,399,0.0,0
0,27,3661.0,1022,10,104 min,1597,0.33118971061093244,2
0,968,3661.0,1141,10,109 min,1597,0.3472668810289389,2
0,968,3661.0,1141,9,110 min,1597,0.3504823151125402,2
0,968,3661.0,1022,10,110 min,1597,0.3504823151125402,2
0,1,3661.0,1141,8,101 min,1597,0.32154340836012857,2
