show_id,type,duration_time,duration_unit,title,director,cast,country,date_added,release_year,rating,genre,description
s2329,Movie,99,min,Ride Like a Girl,Rachel Griffiths,"Teresa Palmer, Sam Neill, Sullivan Stapleton, Stevie Payne, Brooke Satchwell, Magda Szubanski, Aaron Glenane, Damien Garvey, Sophia Crawford, Henry Nixon",Australia,June 27  2020,2020,PG,"[""Children & Family Movies"","" Dramas"","" Independent Movies""]","The daughter of a horse trainer, an ambitious girl sets her sights on becoming the first female jockey to win the Melbourne Cup. Based on a true story."
s2330,TV Show,1,Season,All For Love,NOT KNOWN,"Ana María Estupiñán, Carlos Torres, Yuri Vargas, Jim Muñoz, Julio Sánchez Cóccaro, Alina Lozano, Valeria Gálviz, Juan Millán, Juan del Río, Mario Duarte",Colombia,June 26  2020,2020,TV-MA,"[""International TV Shows"","" Romantic TV Shows"","" Spanish-Language TV Shows""]","A penniless country boy goes in search of his runaway sister in Bogotá, where he falls for an aspiring singer, but gets tangled up in organized crime."
s2331,Movie,124,min,Eurovision Song Contest: The Story of Fire Saga,David Dobkin,"Will Ferrell, Rachel McAdams, Dan Stevens, Melissanthi Mahut, Mikael Persbrandt, Ólafur Darri Ólafsson, Graham Norton, Demi Lovato, Pierce Brosnan",United States,June 26  2020,2020,PG-13,"[""Comedies"","" Music & Musicals"","" Romantic Movies""]","Two small-town singers chase their pop star dreams at a global music competition, where high stakes, scheming rivals and onstage mishaps test their bond."
s2333,Movie,117,min,Kasanova,Oluseyi Asurf,"Wale Ojo, Ireti Doyle, Alvin Abayomi, Toyin Abraham, Ruby Akubueze, Chimezie Imo, Tomiwa Tegbe",Nigeria,June 26  2020,2019,TV-14,"[""Comedies"","" International Movies"","" Romantic Movies""]","After losing his wife, a single father indulges in flimsy flings until he meets his son's music teacher, who imparts a few lessons on love."
s2334,Movie,107,min,Ordinary People,Eduardo Roy Jr.,"Ronwaldo Martin, Hasmine Killip, Maria Isabel Lopez, Raymond Lee, Erlinda Villalobos, Sue Prado",Philippines,June 26  2020,2016,TV-MA,"[""Dramas"","" Independent Movies"","" International Movies""]","Barely making a living as pickpockets, a teenage couple in Manila resort to desperate measures when their one-month-old child is kidnapped."
s2337,Movie,135,min,Thackeray (Hindi),Abhijit Panse,"Nawazuddin Siddiqui, Amrita Rao, Rajeev Panday, Sanjay Narvekar, Rajesh Khera, Prakash Belawadi, Avantika Akerkar",India,June 26  2020,2019,TV-14,"[""Dramas"","" International Movies""]","From controversial cartoonist to powerful Mumbai politician, this biopic maps the meteoric rise of far-right Shiv Sena party founder, Bal Thackeray."
s2338,TV Show,1,Season,Twogether,NOT KNOWN,"Lee Seung-gi, Jasper Liu",South Korea,June 26  2020,2020,TV-G,"[""International TV Shows"","" Korean TV Shows"","" Reality TV""]","Paired together for an unforgettable trip across Asia, stars Lee Seung-gi and Jasper Liu become buddies as they connect with fans and local cultures."
s2339,Movie,126,min,Krishna and His Leela,Ravikanth Perepu,"Siddhu Jonnalagadda, Shraddha Srinath, Seerat Kapoor, Shalini Vadnikatti, Jhansi, Viva Harsha, Sampath Raj, Samyuktha Hornad",India,June 25  2020,2020,TV-MA,"[""International Movies"","" Romantic Movies""]","Torn between his past and present girlfriends, a confused bachelor’s indecisiveness spins a web of lies and cheating as he struggles to commit."
s2340,Movie,164,min,Prem Ratan Dhan Payo,Sooraj R. Barjatya,"Salman Khan, Sonam Kapoor, Anupam Kher, Neil Nitin Mukesh, Sanjay Mishra, Swara Bhaskar, Deepak Dobriyal, Arman Kohli, Manoj Joshi, Samaira Rao, Karuna Pandey, Sucheta Khanna",India,June 25  2020,2015,TV-14,"[""Action & Adventure"","" Dramas"","" International Movies""]","While recovering from an assassination attempt four days prior to his coronation, a stern prince is replaced by a joyful and generous doppelgänger."
s2341,Movie,166,min,Vivah,Sooraj R. Barjatya,"Shahid Kapoor, Amrita Rao, Anupam Kher, Alok Nath, Seema Biswas, Samir Soni, Lata Sabharwal, Manoj Joshi, Dinesh Lamba, Amrita Prakash",India,June 25  2020,2006,TV-14,"[""Dramas"","" International Movies"","" Romantic Movies""]","Set up for an arranged marriage, a young couple enjoys an old-fashioned courtship, until an accident days before their wedding tests their nascent love."
s2343,Movie,94,min,Bulbbul,Anvita Dutt,"Tripti Dimri, Avinash Tiwary, Rahul Bose, Parambrata Chatterjee, Paoli Dam, Veera Kapur Ee",India,June 24  2020,2020,TV-MA,"[""Horror Movies"","" International Movies""]","A child bride grows up to be an enigmatic woman presiding over her household, harboring a painful past as supernatural murders of men plague her village."
s2344,TV Show,1,Season,Crazy Delicious,NOT KNOWN,"Jayde Adams, Carla Hall, Heston Blumenthal, Niklas Ekstedt",United Kingdom,June 24  2020,2020,TV-PG,"[""British TV Shows"","" International TV Shows"","" Reality TV""]","In this competition show, daring home chefs tempt the food gods with reinvented classics and fanciful feasts in their quest to win a golden apple."
s2345,Movie,92,min,Nobody Knows I'm Here,Gaspar Antillo,"Jorge García, Millaray Lobos, Luis Gnecco, Alejandro Goic, Gastón Pauls, Eduardo Paxeco",Chile,June 24  2020,2020,TV-MA,"[""Dramas"","" Independent Movies"","" International Movies""]","A former child singer, traumatized by his experiences, becomes a recluse, nurturing his hurt until a woman comes into his life and really hears him."
s2346,Movie,52,min,Eric Andre: Legalize Everything,Eric Notarnicola,Eric André,United States,June 23  2020,2020,TV-MA,"[""Stand-Up Comedy""]","Eric Andre takes the stage in New Orleans and tackles flawed fast-food icons, the wonders of autofill and the bizarre choice for the ""Cops"" theme song."
s2347,TV Show,2,Seasons,"Roswell, New Mexico",NOT KNOWN,"Jeanine Mason, Nathan Parsons, Michael Vlamis, Lily Cowles, Tyler Blackburn, Heather Hemmens, Michael Trevino, Trevor St. John",United States,June 23  2020,2020,TV-14,"[""Classic & Cult TV"","" TV Dramas"","" TV Sci-Fi & Fantasy""]","After 10 years, a woman returns to her sleepy tourist-occupied hometown and discovers her high-school crush is also an unusual foreigner."
s2348,Movie,112,min,Kappela,Musthafa,"Anna Ben, Roshan Mathew, Sreenath Bhasi, Sudhi Koppa, Tanvi Ram, Musthafa, James Eliya, Vijilesh",India,June 22  2020,2020,TV-14,"[""Dramas"","" Independent Movies"","" International Movies""]","Falling into an over-the-phone romance with a rickshaw driver, a young woman visits his city when an encounter with a stranger derails their meeting."
s2349,Movie,90,min,The Royal Hibiscus Hotel,Ishaya Bako,"Zainab Balogun, Kenneth Okolie, Deyemi Okanlawon, Joke Silva, Olu Jacobs, Jide Kosoko, Rachel Oniga, Kemi Lala Akindoju, Ini Dima-Okojie, Toni Tones",Nigeria,June 22  2020,2017,TV-PG,"[""Comedies"","" International Movies"","" Romantic Movies""]",A disenchanted chef tries to help her parents restore their failing hotel but cooks up feelings for an investor with his sights set on the property.
s2350,TV Show,1,Season,It's Okay to Not Be Okay,NOT KNOWN,"Kim Soo-hyun, Seo Yea-ji, Oh Jung-se, Park Gyu-young, Kim Ju-hun, Kim Chang-wan, Kim Mee-kyung, Kang Ki-doong, Jang Young-nam",South Korea,June 21  2020,2020,TV-MA,"[""International TV Shows"","" Korean TV Shows"","" Romantic TV Shows""]",An extraordinary road to emotional healing opens up for an antisocial children's book writer and a selfless psych ward caretaker when they cross paths.
s2351,Movie,101,min,Woodshock,"Kate Mulleavy, Laura Mulleavy","Kirsten Dunst, Joe Cole, Pilou Asbæk, Jack Kilmer, Steph DuVall, Susan Traylor, Joel McCoy, Michael Pavlicek",United States,June 21  2020,2017,R,"[""Dramas"","" Independent Movies"","" Thrillers""]","Shattered after her mother's death, a woman floats away from reality under the effect of a potent, hallucinatory drug as her life decays into chaos."
s2352,Movie,84,min,Elevator Baby,Akhigbe Ilozobhie,"Toyin Abraham, Timini Egbuson, Shaffy Bello, Yemi Solade, Broda Shaggi, Sambasa Nzeribe, Ijeoma Aniebo, Blessing Onwukwe",Nigeria,June 20  2020,2019,TV-MA,"[""Dramas"","" International Movies""]","A chance encounter brings a brash, wealthy young man and an underprivileged woman together when they get stuck in an elevator and she goes into labor."
s2354,Movie,112,min,Chaman Bahaar,Apurva Dhar Badgaiyann,"Jitendra Kumar, Ritika Badiani, Yogendra Tikku, Bhuvan Arora, Alam Khan, Dhirendra Tiwari, Ashwani Kumar, Bhagwan Tiwari",India,June 19  2020,2020,TV-MA,"[""Comedies"","" Dramas"","" International Movies""]","A local shop becomes a hub for young men taken with the new neighbor. But as business booms, it may leave the equally smitten storeowner heartbroken."
s2355,Movie,136,min,Destiny,Youssef Chahine,"Nour El-Sherif, Laila Elwi, Mahmoud Hemeida, Safia el-Emari, Mohamed Mounir, Khaled El Nabawy, Seif Abdelrahman, Abdalla Mahmoud, Ahmed Fouad Selim, Magdi Idris",France Egypt,June 19  2020,1997,TV-14,"[""Dramas"","" International Movies""]","In 12th-century Spain, a philosopher and his profound teachings jeopardize the caliph he serves when political rivals threaten a government upheaval."
s2357,Movie,110,min,Feel the Beat,Elissa Down,"Sofia Carson, Wolfgang Novogratz, Donna Lynne Champlin, Eva Hauge, Rex Lee, Brandon Kyle Goodman, Lidya Jewett, Sadie Lapidus, Johanna Colón, Shaylee Mansfield, Shiloh Nelson, Justin Allan, Carina Battrick, Kai Zen, Marissa Jaret Winokur, Enrico Colantoni, Dennis Andres",United States,June 19  2020,2020,TV-G,"[""Children & Family Movies"","" Comedies"","" Dramas""]","After blowing a Broadway audition, a self-centered dancer reluctantly returns home and agrees to coach a squad of young misfits for a big competition."
s2358,TV Show,1,Season,Floor Is Lava,NOT KNOWN,Rutledge Wood,United States,June 19  2020,2020,TV-PG,"[""Reality TV""]","Teams compete to navigate rooms flooded with lava by leaping from chairs, hanging from curtains and swinging from chandeliers. Yes, really."
s2359,Movie,93,min,Lost Bullet,Guillaume Pierret,"Alban Lenoir, Nicolas Duvauchelle, Ramzy Bedia, Stéfi Celma, Rod Paradot, Sébastien Lalanne, Pascale Arbillot, Arthur Aspaturian, Patrick Médioni",France,June 19  2020,2020,TV-MA,"[""Action & Adventure"","" Dramas"","" International Movies""]","Facing a murder charge, a genius mechanic with a criminal past must track down a missing car containing the proof of his innocence: a single bullet."
s2360,TV Show,2,Seasons,Most Beautiful Thing,NOT KNOWN,"Maria Casadevall, Pathy Dejesus, Fernanda Vasconcellos, Mel Lisboa, Leandro Lima, Ícaro Silva, Gustavo Vaz, Alexandre Cioletti, Gustavo Machado",Brazil,June 19  2020,2020,TV-MA,"[""International TV Shows"","" Romantic TV Shows"","" TV Dramas""]","A 1950s housewife goes to Rio de Janeiro to meet up with her husband, only to learn he's deserted her, but decides to stay and open a bossa nova club."
s2361,Movie,90,min,One-Way to Tomorrow,Ozan Açıktan,"Dilan Çiçek Deniz, Metin Akdülger",Turkey,June 19  2020,2020,TV-MA,"[""Dramas"","" International Movies"","" Romantic Movies""]","Two strangers cross paths on a train en route to Izmir, bonding over their turbulent — and unexpectedly intertwined — romantic pasts."
s2362,Movie,130,min,The Emigrant,Youssef Chahine,"Khaled El Nabawy, Hanan Turk, Yousra, Mahmoud Hemeida, Safia el-Emari, Michel Piccoli, Ahmed Bedir",Egypt France,June 19  2020,1994,TV-14,"[""Dramas"","" International Movies""]",Ram leaves the nomadic life and embarks on a quest for knowledge in a pharaonic Egypt mired in political intrigue. Based on a biblical story.
s2363,TV Show,2,Seasons,The Politician,NOT KNOWN,"Ben Platt, Gwyneth Paltrow, Jessica Lange, Zoey Deutch, Lucy Boynton, Bob Balaban, David Corenswet, Julia Schlaepfer, Laura Dreyfuss, Theo Germaine, Rahne Jones, Benjamin Barrett",United States,June 19  2020,2020,TV-MA,"[""TV Comedies"","" TV Dramas"","" Teen TV Shows""]",Rich kid Payton has always known he's going to be president. But first he has to navigate the most treacherous political landscape of all: high school.
s2364,Movie,128,min,Wasp Network,Olivier Assayas,"Penélope Cruz, Edgar Ramírez, Wagner Moura, Gael García Bernal, Ana de Armas, Leonardo Sbaraglia",France Brazil Spain Belgium,June 19  2020,2020,TV-MA,"[""Dramas"","" International Movies"","" Thrillers""]","Based on a true and gripping story: Cuban spies infiltrate exile groups in the 1990s to stop terrorism against the island, but at a high personal cost."
s2365,Movie,104,min,A Whisker Away,"Junichi Sato, Tomotaka Shibayama","Mirai Shida, Natsuki Hanae, Hiroaki Ogi, Koichi Yamadera, Minako Kotobuki, Susumu Chiba, Ayako Kawasumi, Sayaka Ohara, Daisuke Namikawa",Japan,June 18  2020,2020,TV-PG,"[""Anime Features"","" Children & Family Movies"","" International Movies""]","A peculiar girl transforms into a cat to catch her crush's attention. But before she realizes it, the line between human and animal starts to blur."
s2366,Movie,131,min,Alexandria ... Why?,Youssef Chahine,"Naglaa Fathi, Farid Shawqy, Mohsen Mohiedine, Ezzat El Alaili, Abdalla Mahmoud, Youssef Wahby, Yehia Chahine, Laila Fawzy, Mahmoud El Meleigy, Ahmed Zaki, Gerry Sundquist",Egypt Algeria,June 18  2020,1979,TV-MA,"[""Classic Movies"","" Dramas"","" International Movies""]","Living in Alexandria during World War II, an Egyptian teen enamored with American films dreams of making it in Hollywood."
s2367,Movie,109,min,Alexandria: Again and Forever,Youssef Chahine,"Youssef Chahine, Yousra, Hussein Fahmy, Amr Abdel-Geleel, Taheya Cariocca, Hesham Selim, Huda Sultan, Ragaa Hussein",France Egypt,June 18  2020,1989,TV-MA,"[""Classic Movies"","" Dramas"","" International Movies""]","At the peak of his career, Yehia joins a hunger strike, becomes smitten and reckons with a creative crisis — but finds a new muse."
s2368,Movie,129,min,An Egyptian Story,Youssef Chahine,"Nour El-Sherif, Magda El-Khatib, Yousra, Mohsen Mohiedine, Oussama Nadir, Layla Hamadah, Mohamed Mounir, Ragaa Hussein",Egypt,June 18  2020,1982,TV-MA,"[""Classic Movies"","" Dramas"","" Independent Movies""]","While undergoing heart surgery in London, Yehia reflects on his life as his heart chamber becomes a courtroom where he's tried for his mistakes."
s2369,Movie,73,min,Cairo Station,Youssef Chahine,"Farid Shawqy, Hind Rostom, Youssef Chahine, Hassan el Baroudi, Abdel Aziz Khalil, Naima Wasfy, Said Khalil, Abdel Ghani Nagdi",Egypt,June 18  2020,1958,TV-14,"[""Classic Movies"","" Dramas"","" International Movies""]",A Cairo newsstand vendor's fantasies morph into a dangerous fixation with a lemonade seller as a serial killer begins terrorizing the city.
s2370,Movie,104,min,Dark Waters,Youssef Chahine,"Faten Hamama, Omar Sharif, Ahmed Ramzy, Hussein Riad, Ferdoos Mohammed, Aziza Helmy, Tawfik El Deken",Egypt,June 18  2020,1956,TV-14,"[""Classic Movies"","" Dramas"","" International Movies""]","A fisherman returns home after a three-year absence only to find the woman he loves drifting away, the sailors feuding and his community unraveling."
s2371,Movie,48,min,El límite infinito,Pablo Aulita,Jean Maggi,UNKNOWN,June 18  2020,2020,TV-PG,"[""Documentaries"","" International Movies"","" Sports Movies""]","From early struggles to his climb up the Himalayas, Jean Maggi gets profiled in this documentary that highlights his advancement of adaptive sports."
s2372,Movie,114,min,Lola Igna,Eduardo Roy Jr.,"Angie Ferro, Yves Flores, Meryll Soriano, Maria Isabel Lopez, Royce Cabrera, Jojo Riguerra, Soliman Cruz, Armand Reyes",Philippines,June 18  2020,2019,TV-14,"[""Comedies"","" International Movies""]",An elderly woman finds her life disrupted when her family and village realize she has a chance at a world record for being the oldest grandmother alive.
s2373,Movie,86,min,One Take,Manatsanun Phanlerdwongsakul,BNK48,Thailand,June 18  2020,2020,TV-G,"[""Documentaries"","" International Movies"","" Music & Musicals""]",Members of Thai girl group BNK48 share the ups and downs of preparing for the 6th Single Senbatsu General Election.
s2374,Movie,194,min,Saladin,Youssef Chahine,"Ahmad Mazhar, Salah Zo El Faqqar, Nadia Lotfi, Hamdy Gheith, Laila Fawzy, Omar El-Hariri, Laila Taher, Hussein Riad, Mahmoud El Meleigy, Zaki Tolaimat",Egypt,June 18  2020,1963,TV-MA,"[""Action & Adventure"","" Classic Movies"","" Dramas""]",The Sultan of Egypt and Syria launches a campaign to retake Jerusalem amid the Crusades.
s2375,Movie,76,min,Stray Bullet,Georges Hachem,"Nadine Labaky, Takla Chamoun, Hend Taher, Badih Abou Chakra, Rodrigue Sleiman, Nazih Youssef, Patricia Nammour, Pauline Haddad, Nasri Sayegh, Joelle Hannah, Inaam Germanos",Lebanon,June 18  2020,2010,TV-MA,"[""Dramas"","" International Movies"","" Romantic Movies""]","In 1976 Beirut, after a rendezvous with her old flame, soon-to-wed Noha witnesses a violent incident and changes course on a path to self-realization."
s2376,Movie,116,min,The Blazing Sun,Youssef Chahine,"Omar Sharif, Faten Hamama, Zaki Rostom, Farid Shawqy, Abdel-Wareth Asar, Menassa Fahmy, Abdelghany Kamar, Hamdy Gheith, Mohsen Hassanein, Rafeaa El Shal",Egypt,June 18  2020,1954,TV-14,"[""Classic Movies"","" Dramas"","" International Movies""]",Competition between sugar cane producers turns deadly after a greedy landlord conspires against an agricultural engineer who falls for his daughter.
s2377,Movie,130,min,The Land,Youssef Chahine,"Hamdy Ahmed, Nagwa Ibrahim, Ezzat El Alaili, Tawfik El Deken, Yehia Chahine, Mahmoud El Meleigy, Salah El-Saadany, Ali El Sherif",Egypt,June 18  2020,1970,TV-MA,"[""Classic Movies"","" Dramas"","" International Movies""]",A group of peasant farmers fights to protect their village against a corrupt landowner. Adapted from the popular novel by Abdel Rahman al-Sharqawi.
s2378,Movie,85,min,The Nut Job,Peter Lepeniotis,"Will Arnett, Brendan Fraser, Gabriel Iglesias, Jeff Dunham, Liam Neeson, Katherine Heigl, Stephen Lang, Maya Rudolph, Sarah Gadon, James Rankin",Canada South Korea United States,June 18  2020,2014,PG,"[""Children & Family Movies"","" Comedies""]","When his grouchy attitude gets him kicked out of the park, Surly the squirrel hatches a plan to rob Maury's Nut Shop to stock up for winter."
s2379,TV Show,2,Seasons,The Order,NOT KNOWN,"Jake Manley, Sarah Grey, Max Martini, Matt Frewer, Adam DiMarco, Katharine Isabelle, Louriza Tronco, Aaron Hale, Devery Jacobs, Thomas Elms, Dylan Playfair, Ian Tracey, Sam Trammell",United States,June 18  2020,2020,TV-MA,"[""International TV Shows"","" TV Dramas"","" TV Horror""]","Out to avenge his mother's death, a college student pledges a secret order and lands in a war between werewolves and practitioners of dark magic."
s2380,Movie,108,min,An Evening with Beverly Luff Linn,Jim Hosking,"Aubrey Plaza, Emile Hirsch, Jemaine Clement, Craig Robinson, Matt Berry, Zach Cherry, Maria Bamford, Michael D. Cohen, Sky Elobar, Jacob Wysocki, John Kerry, Bettina Devin, Gil Gex",United Kingdom United States,June 17  2020,2018,R,"[""Comedies"","" Independent Movies""]","When an unhappily married woman discovers a man from her past has a role in a local theater production, she'll do anything to reconnect with him."
s2381,Movie,81,min,Riding Faith,Paco Aguilar,"John Schneider, T.C. Stallings, Grace Van Dien, Marisa Brown, Jimmy Deshler",United States,June 17  2020,2020,TV-PG,"[""Children & Family Movies"","" Dramas"","" Faith & Spirituality""]","Following her father's death, a young woman struggles to help her mother keep the family ranch afloat while preserving a special bond with her horse."
s2382,Movie,76,min,Last Flight to Abuja,Obi Emelonye,"Omotola Jalade-Ekeinde, Hakeem Kae-Kazim, Jim Iyke, Ali Nuhu, Jide Kosoko, Anthony Monjaro, Jennifer Oguzie, Uru Eke, Celine Loader",Nigeria United Kingdom,June 16  2020,2012,TV-14,"[""Dramas"","" International Movies""]","When disaster strikes mid-flight, a commercial plane's frantic passengers confront their pasts and the possibility of death. Based on true events."
s2383,Movie,92,min,The Darkness,Greg McLean,"Kevin Bacon, Radha Mitchell, David Mazouz, Lucy Fry, Matt Walsh, Jennifer Morrison, Parker Mack, Paul Reiser, Ming-Na Wen, Tara Lynne Barr",United States,June 16  2020,2016,PG-13,"[""Horror Movies"","" Thrillers""]","After bringing home a set of mysterious stones from the Grand Canyon, a boy unleashes an ancient force that begins to terrorize his family."
s2384,TV Show,2,Seasons,The Chase,NOT KNOWN,"Brooke Burns, Mark Labbett",United States,June 15  2020,2015,TV-PG,"[""Reality TV""]","Brooke Burns hosts this game show in which three contestants square off to answer fast-paced questions against ""the Beast,"" a trivia know-it-all."
s2385,Movie,85,min,The Show Must Go On: The Queen + Adam Lambert Story,NOT KNOWN,"Adam Lambert, Brian May, Roger Taylor",United Kingdom United States,June 15  2020,2019,TV-MA,"[""Documentaries"","" Music & Musicals""]","With rare footage and candid interviews, this documentary details the serendipitous pairing of legendary rock band Queen and powerhouse Adam Lambert."
s2386,Movie,85,min,Underdogs,Juan José Campanella,"Ariana Grande, Nicholas Hoult, Matthew Morrison, Eugenio Derbez, Taran Killam, Bobby Moynihan, Bella Thorne, Jay Pharoah, Dan Patrick, Shawn Mendes, Brooklyn Beckham, Chazz Palminteri, John Leguizamo, Mel Brooks, Rupert Grint, Rob Brydon, Anthony Head, Ralf Little, Eve Ponsonby, Peter Serafinowicz, Alex Norton, Alistair McGowan, Ezequiel Cipols",Argentina Spain,June 15  2020,2013,PG,"[""Children & Family Movies"","" Sports Movies""]","When his archenemy returns to settle a score, a foosball ace and his magically incarnated team must save the town and woo back his girl."
s2387,Movie,108,min,Wira,Adrian Teh,"Hairul Azreen, Fify Azmi, Ismi Melinda, Hilal Azman, Dain Said, Yayan Ruhian, Henley Hii, Josiah Hogan",Malaysia,June 15  2020,2019,TV-14,"[""Action & Adventure"","" Dramas"","" International Movies""]","After a long stint in the army, an ex-lieutenant returns home and enters an underground MMA match to take on a local mobster and protect his family."
s2388,Movie,120,min,4th Republic,Ishaya Bako,"Kate Henshaw-Nuttal, Enyinna Nwigwe, Linda Ejiofor, Yakubu Mohammed, Bimbo Manuel, Sani Mu’azu, Emil Hirai-Garuba, Rekiya Ibrahim Atta",Nigeria,June 13  2020,2019,TV-MA,"[""Dramas"","" International Movies"","" Thrillers""]","After the election-night murder of her campaign manager at a polling site, a gubernatorial candidate challenges the corrupt incumbent's victory."
s2389,TV Show,4,Seasons,Alexa & Katie,NOT KNOWN,"Paris Berelc, Isabel May, Tiffani Thiessen, Emery Kelly, Jolie Jenkins, Kerri Medders, Finn Carr, Eddie Shin",United States,June 13  2020,2020,TV-G,"[""Kids' TV"","" TV Comedies""]","Alexa is battling cancer. But with her best friend, Katie, by her side, she's also starting high school – and ready for whatever comes next."
s2390,Movie,117,min,Asura Guru,A. Raajdheep,"Vikram Prabhu, Subbaraju, Mahima Nambiar, Yogi Babu, Jagan",India,June 13  2020,2020,TV-14,"[""Dramas"","" International Movies""]","For a tech-savvy thief, elaborate robberies and evading the police are second nature until a private detective is hired to investigate his latest heist."
s2391,TV Show,6,Seasons,How to Get Away with Murder,NOT KNOWN,"Viola Davis, Billy Brown, Alfred Enoch, Jack Falahee, Katie Findlay, Aja Naomi King, Matt McGorry, Karla Souza, Charlie Weber, Liza Weil",United States,June 13  2020,2020,TV-14,"[""Crime TV Shows"","" TV Dramas"","" TV Mysteries""]","Brilliant criminal defense attorney and law professor Annalise Keating, plus five of her students, become involved in a twisted murder case."
s2392,Movie,100,min,Milea,"Fajar Bustomi, Pidi Baiq","Iqbaal Ramadhan, Vanesha Prescilla, Ira Wibowo, Bucek, Happy Salma, Farhan, Maudy Koesnaedi, Jerome Kurnia",Indonesia,June 13  2020,2020,TV-14,"[""Dramas"","" International Movies"","" Romantic Movies""]","Years after his teen romance with Milea, a now-adult Dilan tells his version of their love story when a high school reunion brings them back together."
s2393,Movie,101,min,Axone,Nicholas Kharkongor,"Sayani Gupta, Lin Laishram, Tenzing Dalha, Dolly Ahluwalia, Vinay Pathak, Lanuakam Ao, Rohan Joshi, Adil Hussain, Asenla Jamir",India,June 12  2020,2020,TV-MA,"[""Comedies"","" Dramas"","" Independent Movies""]","In Delhi, friends from Northeast India prepare a pungent delicacy for a wedding party, sparking conflict and comedy with their unaccustomed neighbors."
s2394,Movie,156,min,Da 5 Bloods,Spike Lee,"Delroy Lindo, Jonathan Majors, Clarke Peters, Norm Lewis, Isiah Whitlock Jr., Mélanie Thierry, Paul Walter Hauser, Jasper Pääkkönen, Johnny Nguyen, Chadwick Boseman",United States,June 12  2020,2020,R,"[""Action & Adventure"","" Dramas""]",Four African American veterans return to Vietnam decades after the war to find their squad leader's remains — and a stash of buried gold. From Spike Lee.
s2396,TV Show,4,Seasons,F is for Family,NOT KNOWN,"Bill Burr, Laura Dern, Justin Long, Debi Derryberry, Sam Rockwell",United States France Canada,June 12  2020,2020,TV-MA,"[""TV Comedies""]","Follow the Murphy family back to the 1970s, when kids roamed wild, beer flowed freely and nothing came between a man and his TV."
s2397,TV Show,1,Season,Frank Elstner: Just One Last Question,NOT KNOWN,"Klaas Heufer-Umlauf, Joko Winterscheidt, Lena Meyer-Landrut, Charlotte Roche, Daniel Brühl, Frank Elstner",Germany,June 12  2020,2020,TV-MA,"[""International TV Shows"","" Stand-Up Comedy & Talk Shows""]","In his farewell show, legendary German host Frank Elstner digs deep and savors his discussions with stars such as Daniel Brühl and Lena Meyer-Landrut."
s2398,Movie,55,min,Jo Koy: In His Elements,Michael McKay,"Jo Koy, Andrew Lopez, Joey Guila, Andrew Orolfo",United States,June 12  2020,2020,TV-MA,"[""Stand-Up Comedy""]","Jo Koy brings the laughs and beats to Manila, spotlighting local culture in a one-of-a-kind show featuring Filipino American comedians, DJs and B-boys."
s2399,Movie,96,min,Okko's Inn,Kitaro Kosaka,"Seiran Kobayashi, Nana Mizuki, Satsumi Matsuda, Rina Endo, Etsuko Kozakura, Yoko Asagami, Teiyu Ichiryusai, Masaki Terasoma, Hirohide Yakumaru, Anju Suzuki, Osamu Shitara, Mikako Komatsu, Horan Chiaki, Koichi Yamadera, Fumiko Orikasa",Japan,June 12  2020,2018,PG,"[""Anime Features"","" Children & Family Movies""]","After losing her parents, a young girl learns about grief and healing from a friendly ghost who lives in her grandmother's traditional Japanese inn."
s2400,TV Show,4,Seasons,ONE PIECE,NOT KNOWN,"Mayumi Tanaka, Akemi Okamura, Kazuya Nakai, Kappei Yamaguchi, Hiroaki Hirata, Ikue Otani, Yuriko Yamaguchi, Kazuki Yao, Cho",Japan,June 12  2020,2002,TV-14,"[""Anime Series""]",Monkey D. Luffy sails with his crew of Straw Hat Pirates through the Grand Line to find the treasure One Piece and become the new king of the pirates.
s2401,TV Show,1,Season,The Search,NOT KNOWN,"Darío Yazbek, Diana Bovio, Regina Blandón, Adrián Ladrón, Verónica Bravo, Antonio Arochi, Mario Alberto Monroy, Vianey Rodríguez, María Aura, Daniel Haddad, Fernando Bonilla, Olinca Velázquez, Damayanti Quintanar, Adriana Llabrés, Alejandro Calva, Silverio Palacios, Edmundo Vargas, Anabel Ferreira",Mexico,June 12  2020,2020,TV-MA,"[""Crime TV Shows"","" International TV Shows"","" Spanish-Language TV Shows""]","When a girl vanishes from a suburb near Mexico City, the personal goals of some involved in the case muddy the search. Based on a true story."
s2402,TV Show,1,Season,The Woods,NOT KNOWN,"Grzegorz Damięcki, Agnieszka Grochowska, Hubert Miłkowski, Wiktoria Filus, Jacek Koman, Krzysztof Zarzecki, Ewa Skibińska, Martyna Byczkowska, Roman Gancarczyk, Adam Wietrzyński",Poland United States,June 12  2020,2020,TV-MA,"[""Crime TV Shows"","" International TV Shows"","" TV Dramas""]",Evidence found on the body of a homicide victim sparks hope in a prosecutor that his sister who disappeared 25 years earlier could still be alive.
s2403,Movie,104,min,From A to B,Ali F. Mostafa,"Fahad Albutairi, Shadi Alfons, Fadi Rifaai, Samer al Masri, Wonho Chung, Leem Lubany, Maha Abou Ouf, Ahd, Yousra El Lozy, Ali Suliman, Khaled Abol Naga, Madeline Zima",United Arab Emirates Jordan Lebanon Saudi Arabia,June 11  2020,2014,TV-MA,"[""Comedies"","" Dramas"","" International Movies""]","To celebrate the memory of their pal who passed away, three estranged friends attempt to reconnect on an eventful road trip from Abu Dhabi to Beirut."
