content_type,country,date_added,release_year,rating,genres,duration_int,duration_type
0,60,"March 1, 2019",1141,9,818,0.34405144694533757,2
0,27,"March 1, 2019",1141,10,1206,0.3279742765273312,2
1,968,"March 1, 2019",1024,10,220,0.0,0
1,807,"March 1, 2019",1024,6,386,0.003215434083601286,0
1,807,"March 1, 2019",1024,10,220,0.0,0
1,180,"March 1, 2019",1024,9,67,0.0,0
0,180,"March 1, 2019",348,7,595,0.27652733118971057,2
0,16,"March 1, 2019",1141,9,271,0.2958199356913183,2
0,2805,"March 1, 2019",228,7,595,0.28617363344051444,2
0,807,"March 1, 2019",1141,9,1597,0.4180064308681672,2
0,1,"March 1, 2019",1024,8,595,0.3633440514469453,2
1,245,"March 1, 2019",1141,9,176,0.006430868167202573,0
0,1,"March 1, 2019",1141,10,857,0.3408360128617363,2
0,2805,"March 1, 2019",136,1,595,0.30868167202572344,2
0,5,"March 1, 2019",1141,10,1597,0.3279742765273312,2
0,5,"February 28, 2019",1141,10,1597,0.39871382636655944,2
0,75,"February 27, 2019",554,10,1597,0.4147909967845659,2
0,75,"February 27, 2019",554,9,857,0.37942122186495175,2
0,75,"February 27, 2019",348,8,1206,0.3504823151125402,2
0,75,"February 27, 2019",1022,9,1206,0.382636655948553,2
0,968,"February 27, 2019",1141,8,1597,0.3247588424437299,2
0,75,"February 27, 2019",279,9,1206,0.39871382636655944,2
0,75,"February 27, 2019",279,8,1206,0.405144694533762,2
0,75,"February 27, 2019",1022,9,1206,0.3858520900321543,2
0,75,"February 27, 2019",348,9,1597,0.360128617363344,2
0,75,"February 27, 2019",554,10,1597,0.37620578778135044,2
0,75,"February 27, 2019",228,10,1597,0.42122186495176844,2
1,2805,"February 27, 2019",1141,10,399,0.0,0
0,2805,"February 26, 2019",96,10,332,0.19292604501607719,2
0,968,"February 25, 2019",1141,8,1597,0.25401929260450157,2
0,145,"February 23, 2019",1141,10,1597,0.3504823151125402,2
0,2805,"February 22, 2019",891,10,332,0.22186495176848875,2
1,2805,"February 22, 2019",1024,10,220,0.016077170418006433,0
0,968,"February 22, 2019",1024,10,1597,0.3729903536977492,2
0,2805,"February 22, 2019",1024,10,1206,0.28295819935691313,2
0,124,"February 22, 2019",1024,10,1597,0.26688102893890675,2
0,968,"February 22, 2019",1141,8,1597,0.4180064308681672,2
1,412,"February 22, 2019",1141,8,248,0.003215434083601286,0
1,77,"February 22, 2019",1141,8,386,0.003215434083601286,0
0,189,"February 21, 2019",1141,10,1597,0.44372990353697744,2
0,2805,"February 20, 2019",45,8,332,0.13183279742765275,2
0,180,"February 20, 2019",1022,10,818,0.2508038585209003,2
0,968,"February 17, 2019",1141,9,1597,0.3054662379421222,2
0,1,"February 16, 2019",554,3,857,0.3633440514469453,2
0,2805,"February 16, 2019",1141,10,818,0.315112540192926,2
0,968,"February 15, 2019",1141,10,1597,0.35369774919614144,2
0,968,"February 15, 2019",1022,10,1597,0.35691318327974275,2
0,2805,"February 15, 2019",1141,9,818,0.3054662379421222,2
0,77,"February 15, 2019",228,10,1206,0.3279742765273312,2
0,968,"February 15, 2019",1022,10,1597,0.33118971061093244,2
0,968,"February 15, 2019",64,9,1597,0.3247588424437299,2
0,968,"February 15, 2019",228,9,1206,0.30868167202572344,2
1,13,"February 15, 2019",554,10,749,0.0,0
1,807,"February 15, 2019",1024,10,220,0.0,0
0,968,"February 15, 2019",1141,9,1597,0.42122186495176844,2
0,968,"February 15, 2019",96,10,1206,0.382636655948553,2
0,968,"February 15, 2019",51,9,1597,0.4372990353697749,2
1,807,"February 15, 2019",1024,10,399,0.0,0
0,12,"February 15, 2019",1141,10,1206,0.26045016077170413,2
1,56,"February 15, 2019",1022,9,749,0.0,0
0,968,"February 15, 2019",136,9,1206,0.36655948553054657,2
0,145,"February 15, 2019",1141,10,1206,0.4147909967845659,2
1,73,"February 14, 2019",1141,5,386,0.006430868167202573,0
0,2805,"February 14, 2019",1024,10,332,0.19614147909967847,2
1,145,"February 14, 2019",1141,9,749,0.003215434083601286,0
0,2805,"February 12, 2019",1141,8,818,0.08038585209003216,2
1,75,"February 9, 2019",1141,9,749,0.0,0
1,9,"February 9, 2019",1141,10,399,0.003215434083601286,0
0,2805,"February 8, 2019",1024,10,1597,0.28938906752411575,2
0,2805,"February 8, 2019",1024,8,595,0.19935691318327975,2
1,2805,"February 8, 2019",1024,8,120,0.006430868167202573,0
0,2805,"February 8, 2019",1024,10,818,0.2347266881028939,2
0,145,"February 8, 2019",1141,10,1597,0.4340836012861736,2
1,106,"February 7, 2019",1022,10,749,0.0,0
1,106,"February 5, 2019",1141,9,399,0.0,0
1,189,"February 5, 2019",1141,10,399,0.0,0
0,2805,"February 5, 2019",1024,10,332,0.1864951768488746,2
1,412,"February 5, 2019",1141,10,248,0.0,0
1,106,"February 5, 2019",1141,10,749,0.0,0
1,245,"February 5, 2019",1141,9,176,0.0,0
1,189,"February 3, 2019",1024,9,749,0.0,0
0,412,"February 2, 2019",1141,10,271,0.28938906752411575,2
0,968,"February 2, 2019",1022,9,1597,0.2958199356913183,2
0,2805,"February 1, 2019",891,10,818,0.26688102893890675,2
0,75,"February 1, 2019",1141,10,1206,0.3183279742765273,2
0,2805,"February 1, 2019",1024,7,595,0.1607717041800643,2
0,2805,"February 1, 2019",348,6,54,0.06752411575562701,2
0,2805,"February 1, 2019",1141,6,595,0.06752411575562701,2
0,2805,"February 1, 2019",1022,5,595,0.06752411575562701,2
1,2805,"February 1, 2019",1141,6,386,0.003215434083601286,0
1,2805,"February 1, 2019",1024,10,120,0.0,0
1,15,"February 1, 2019",1141,10,399,0.0,0
1,245,"February 1, 2019",1141,10,176,0.0,0
0,73,"February 1, 2019",1024,5,595,0.07395498392282959,2
0,2805,"February 1, 2019",1024,3,1597,0.360128617363344,2
0,22,"January 31, 2019",1141,8,1206,0.3504823151125402,2
0,14,"January 31, 2019",1022,10,1206,0.382636655948553,2
1,807,"January 31, 2019",1141,5,386,0.0,0
0,807,"January 30, 2019",193,9,1597,0.17684887459807075,2
0,1,"January 30, 2019",193,9,1597,0.405144694533762,2
0,968,"January 29, 2019",1022,9,1597,0.2347266881028939,2
0,807,"January 29, 2019",1024,9,332,0.28938906752411575,2
0,189,"January 29, 2019",1141,10,1597,0.4372990353697749,2
0,145,"January 29, 2019",1141,10,1597,0.2733118971061093,2
0,807,"January 28, 2019",1141,10,818,0.337620578778135,2
0,2,"January 28, 2019",228,9,1597,0.39871382636655944,2
0,968,"January 28, 2019",1141,10,1597,0.3633440514469453,2
0,79,"January 28, 2019",891,9,1597,0.4565916398713826,2
0,79,"January 28, 2019",554,9,1597,0.3858520900321543,2
0,79,"January 28, 2019",1022,9,1597,0.37942122186495175,2
1,75,"January 27, 2019",1141,10,749,0.0,0
1,2805,"January 27, 2019",1141,10,40,0.012861736334405145,0
0,75,"January 26, 2019",1141,10,1597,0.4790996784565916,2
0,1,"January 25, 2019",1141,10,271,0.2797427652733119,2
1,412,"January 25, 2019",1141,10,248,0.0,0
1,110,"January 25, 2019",1024,10,749,0.00964630225080386,0
1,145,"January 25, 2019",1024,10,399,0.0,0
0,8,"January 25, 2019",1141,10,1206,0.33440514469453375,2
0,17,"January 25, 2019",1024,10,857,0.37942122186495175,2
1,807,"January 25, 2019",1022,9,749,0.0,0
1,2805,"January 24, 2019",1024,10,399,0.0,0
0,56,"January 24, 2019",1141,10,1597,0.3054662379421222,2
1,103,"January 23, 2019",1022,10,399,0.0,0
0,75,"January 18, 2019",1024,10,857,0.3022508038585209,2
0,2805,"January 18, 2019",1024,10,818,0.31189710610932475,2
0,2805,"January 18, 2019",1024,9,1597,0.3054662379421222,2
1,2805,"January 18, 2019",1024,10,399,0.003215434083601286,0
1,807,"January 18, 2019",1022,9,749,0.0,0
0,77,"January 18, 2019",1141,9,818,0.3054662379421222,2
0,110,"January 18, 2019",1024,10,818,0.28617363344051444,2
0,968,"January 18, 2019",1141,10,1597,0.30868167202572344,2
1,412,"January 18, 2019",1024,7,248,0.006430868167202573,0
1,807,"January 18, 2019",1024,10,220,0.0,0
0,2805,"January 15, 2019",1022,9,818,0.28617363344051444,2
0,18,"January 15, 2019",891,9,1597,0.2797427652733119,2
0,968,"January 15, 2019",1141,9,1206,0.33440514469453375,2
0,968,"January 15, 2019",1141,9,128,0.405144694533762,2
1,75,"January 15, 2019",51,9,749,0.0,0
0,968,"January 15, 2019",1022,10,857,0.39871382636655944,2
0,18,"January 15, 2019",1141,9,271,0.3697749196141479,2
0,189,"January 15, 2019",1141,10,857,0.3247588424437299,2
0,2805,"January 15, 2019",1024,10,332,0.2057877813504823,2
0,79,"January 15, 2019",891,10,271,0.337620578778135,2
0,79,"January 15, 2019",1022,10,271,0.3729903536977492,2
1,75,"January 14, 2019",891,9,749,0.0,0
0,968,"January 13, 2019",1141,10,1597,0.4340836012861736,2
0,75,"January 11, 2019",1022,10,1206,0.33118971061093244,2
1,807,"January 11, 2019",1141,10,749,0.0,0
1,2805,"January 11, 2019",1024,10,32,0.003215434083601286,0
1,10,"January 11, 2019",1141,10,120,0.00964630225080386,0
1,412,"January 11, 2019",1024,6,248,0.003215434083601286,0
0,2805,"January 11, 2019",1024,10,818,0.2057877813504823,2
0,145,"January 11, 2019",1141,10,1597,0.28938906752411575,2
0,2805,"January 11, 2019",1024,10,1206,0.315112540192926,2
1,2,"January 10, 2019",1022,5,386,0.00964630225080386,0
1,13,"January 10, 2019",1141,10,749,0.0,0
0,245,"January 9, 2019",1141,8,857,0.28938906752411575,2
0,968,"January 9, 2019",1141,9,1206,0.3729903536977492,2
0,3,"January 7, 2019",1141,9,1597,0.3022508038585209,2
0,60,"January 5, 2019",39,10,271,0.32154340836012857,2
0,1,"January 4, 2019",1141,9,1597,0.3247588424437299,2
0,807,"January 4, 2019",1141,10,1597,0.3890675241157556,2
0,95,"January 4, 2019",1141,8,1206,0.3022508038585209,2
1,807,"January 4, 2019",1022,9,749,0.0,0
1,807,"January 2, 2019",279,9,749,0.0,0
0,412,"January 2, 2019",7,1,857,0.292604501607717,2
1,2805,"January 1, 2019",1024,8,386,0.006430868167202573,0
0,60,"January 1, 2019",554,9,1206,0.35369774919614144,2
1,2805,"January 1, 2019",1024,10,34,0.03858520900321543,0
0,968,"January 1, 2019",1141,10,1597,0.36655948553054657,2
0,2805,"January 1, 2019",228,10,332,0.19292604501607719,2
0,245,"January 1, 2019",1022,6,21,0.30868167202572344,2
0,968,"January 1, 2019",1022,10,128,0.382636655948553,2
0,968,"January 1, 2019",1022,10,1597,0.47266881028938906,2
1,1,"January 1, 2019",1141,10,749,0.003215434083601286,0
1,2805,"January 1, 2019",1024,8,120,0.0,0
0,2805,"January 1, 2019",193,10,332,0.15112540192926047,2
0,412,"December 31, 2018",17,10,332,0.08681672025723473,2
0,807,"December 31, 2018",554,10,818,0.10610932475884245,2
0,412,"December 31, 2018",23,10,332,0.19292604501607719,2
0,412,"December 31, 2018",28,10,332,0.17684887459807075,2
0,2805,"December 31, 2018",16,10,332,0.2572347266881029,2
0,807,"December 31, 2018",279,10,332,0.21543408360128619,2
0,412,"December 31, 2018",136,10,332,0.1832797427652733,2
0,110,"December 31, 2018",891,10,818,0.3183279742765273,2
0,2805,"December 31, 2018",8,10,332,0.15755627009646303,2
0,2805,"December 31, 2018",17,10,332,0.15434083601286175,2
0,2805,"December 31, 2018",17,10,332,0.22508038585209003,2
0,2805,"December 31, 2018",891,10,818,0.09003215434083602,2
0,75,"December 31, 2018",1141,9,1206,0.34405144694533757,2
0,807,"December 31, 2018",1141,8,18,0.39871382636655944,2
0,245,"December 31, 2018",1141,9,857,0.3183279742765273,2
0,2805,"December 31, 2018",22,10,332,0.0932475884244373,2
0,2805,"December 31, 2018",17,10,332,0.0932475884244373,2
0,412,"December 31, 2018",184,10,18,0.46623794212218644,2
0,412,"December 31, 2018",136,10,18,0.405144694533762,2
0,2805,"December 31, 2018",228,10,332,0.14469453376205788,2
0,2805,"December 31, 2018",184,9,332,0.18006430868167203,2
1,807,"December 30, 2018",1,9,16,0.0,0
1,60,"December 29, 2018",1141,10,399,0.0,0
0,1,"December 28, 2018",1141,10,1597,0.3890675241157556,2
0,2805,"December 28, 2018",1141,10,1597,1.0,2
1,13,"December 28, 2018",554,10,399,0.0,0
0,968,"December 28, 2018",228,10,857,0.3472668810289389,2
1,2805,"December 28, 2018",1141,10,399,0.0,0
1,968,"December 28, 2018",1141,9,749,0.0,0
0,807,"December 28, 2018",1141,9,818,0.2315112540192926,2
0,145,"December 28, 2018",1141,10,1597,0.3054662379421222,2
1,2805,"December 24, 2018",1141,8,34,0.0,0
1,75,"December 24, 2018",184,9,749,0.0,0
1,1,"December 23, 2018",1141,8,248,0.0,0
1,807,"December 22, 2018",1141,9,399,0.0,0
1,412,"December 22, 2018",1141,10,248,0.012861736334405145,0
1,807,"December 22, 2018",1141,10,749,0.0,0
1,2805,"December 21, 2018",1141,8,220,0.0,0
0,27,"December 21, 2018",1141,10,1206,0.33440514469453375,2
0,2805,"December 21, 2018",1141,3,1597,0.3954983922829582,2
1,75,"December 21, 2018",1022,9,749,0.0,0
1,245,"December 21, 2018",1141,9,176,0.003215434083601286,0
1,75,"December 21, 2018",1022,10,749,0.0,0
1,75,"December 21, 2018",891,9,749,0.0,0
1,67,"December 21, 2018",1141,10,399,0.0,0
1,245,"December 21, 2018",1141,10,176,0.0,0
0,4,"December 21, 2018",1141,10,818,0.33440514469453375,2
1,103,"December 21, 2018",1141,10,749,0.0,0
0,22,"December 20, 2018",184,3,271,0.24758842443729903,2
0,245,"December 20, 2018",1141,8,54,0.06752411575562701,2
1,245,"December 20, 2018",554,9,176,0.003215434083601286,0
0,22,"December 20, 2018",228,10,857,0.3022508038585209,2
0,22,"December 20, 2018",554,10,128,0.26045016077170413,2
0,22,"December 20, 2018",348,10,1597,0.28295819935691313,2
0,968,"December 19, 2018",1141,10,1597,0.28617363344051444,2
1,2805,"December 18, 2018",1141,10,34,0.0,0
0,968,"December 17, 2018",1141,10,1597,0.270096463022508,2
0,2805,"December 17, 2018",1141,7,595,0.09003215434083602,2
0,968,"December 16, 2018",1141,9,1206,0.4372990353697749,2
1,65,"December 16, 2018",1141,9,749,0.0,0
0,2805,"December 16, 2018",348,8,595,0.08360128617363344,2
1,2805,"December 16, 2018",184,8,386,0.0,0
0,2805,"December 16, 2018",348,3,1597,0.35691318327974275,2
0,1,"December 16, 2018",348,3,1206,0.35691318327974275,2
0,2805,"December 16, 2018",1141,10,18,0.48874598070739544,2
0,1,"December 16, 2018",348,2,1597,0.3922829581993569,2
0,2805,"December 15, 2018",1141,8,595,0.28617363344051444,2
1,412,"December 15, 2018",1141,10,248,0.003215434083601286,0
0,75,"December 15, 2018",1022,9,1206,0.26688102893890675,2
0,2805,"December 15, 2018",1141,10,818,0.24758842443729903,2
0,2805,"December 15, 2018",1141,10,818,0.2508038585209003,2
0,2805,"December 15, 2018",1141,8,818,0.2315112540192926,2
0,2805,"December 15, 2018",1141,10,818,0.26366559485530544,2
0,145,"December 15, 2018",1022,9,818,0.26366559485530544,2
0,968,"December 15, 2018",1141,10,1597,0.4630225080385852,2
1,189,"December 14, 2018",1141,9,749,0.0,0
1,807,"December 14, 2018",1141,10,248,0.0,0
0,13,"December 14, 2018",1141,3,1597,0.4308681672025723,2
1,2805,"December 14, 2018",1141,10,120,0.0,0
1,2805,"December 14, 2018",1141,10,399,0.0,0
1,86,"December 14, 2018",1141,10,399,0.0,0
1,45,"December 14, 2018",1141,10,399,0.006430868167202573,0
1,2805,"December 14, 2018",1141,6,386,0.022508038585209004,0
1,245,"December 12, 2018",1141,10,176,0.0,0
0,2805,"December 12, 2018",1141,8,818,0.10932475884244373,2
0,2805,"December 11, 2018",1141,10,332,0.21543408360128619,2
0,45,"December 7, 2018",1141,9,1206,0.3054662379421222,2
1,67,"December 7, 2018",1141,10,399,0.0,0
0,2805,"December 7, 2018",1141,2,1206,0.3504823151125402,2
0,807,"December 7, 2018",1141,7,595,0.1832797427652733,2
0,75,"December 7, 2018",1141,2,857,0.33440514469453375,2
1,2805,"December 7, 2018",1141,10,120,0.003215434083601286,0
1,86,"December 7, 2018",1141,10,749,0.0,0
0,807,"December 7, 2018",1141,10,818,0.1864951768488746,2
0,807,"December 7, 2018",1141,5,595,0.08681672025723473,2
0,2805,"December 7, 2018",1141,10,818,0.31189710610932475,2
0,807,"December 4, 2018",1141,10,332,0.19935691318327975,2
1,189,"December 3, 2018",1141,9,749,0.003215434083601286,0
1,189,"December 2, 2018",1141,10,399,0.0,0
0,18,"December 2, 2018",1141,9,857,0.49517684887459806,2
0,14,"December 1, 2018",184,9,1597,0.3890675241157556,2
0,53,"December 1, 2018",152,10,128,0.27652733118971057,2
0,110,"December 1, 2018",1141,10,818,0.2315112540192926,2
0,1,"December 1, 2018",1141,10,1597,0.31189710610932475,2
0,16,"December 1, 2018",279,10,857,0.4147909967845659,2
0,53,"December 1, 2018",348,9,1206,0.33440514469453375,2
0,968,"December 1, 2018",348,9,1206,0.3504823151125402,2
0,22,"December 1, 2018",1141,9,1597,0.2572347266881029,2
0,53,"December 1, 2018",184,8,1206,0.36655948553054657,2
0,16,"December 1, 2018",348,9,1206,0.360128617363344,2
0,86,"December 1, 2018",554,9,857,0.46623794212218644,2
1,807,"December 1, 2018",1022,7,386,0.0,0
0,2,"December 1, 2018",554,9,857,0.37620578778135044,2
0,14,"December 1, 2018",891,10,857,0.3472668810289389,2
0,53,"December 1, 2018",152,9,1206,0.3729903536977492,2
0,807,"December 1, 2018",1141,5,54,0.0707395498392283,2
0,53,"December 1, 2018",193,10,857,0.3022508038585209,2
0,968,"December 1, 2018",1022,10,1597,0.3954983922829582,2
0,2805,"December 1, 2018",1022,10,818,0.28617363344051444,2
0,53,"December 1, 2018",279,10,1206,0.3054662379421222,2
0,65,"December 1, 2018",136,10,1597,0.3054662379421222,2
1,4,"November 30, 2018",1141,10,399,0.0,0
0,2805,"November 30, 2018",1141,8,595,0.2958199356913183,2
0,1,"November 30, 2018",1141,5,595,0.0932475884244373,2
1,2805,"November 30, 2018",1141,8,120,0.0,0
0,110,"November 30, 2018",1141,10,1597,0.26045016077170413,2
0,1,"November 30, 2018",1141,2,1597,0.405144694533762,2
1,245,"November 30, 2018",1141,10,749,0.0,0
0,968,"November 30, 2018",1141,10,1597,0.3633440514469453,2
0,968,"November 30, 2018",1141,10,1206,0.37942122186495175,2
1,73,"November 30, 2018",1141,6,386,0.003215434083601286,0
0,124,"November 30, 2018",1141,10,857,0.32154340836012857,2
0,1,"November 30, 2018",1141,10,1597,0.3054662379421222,2
1,2805,"November 27, 2018",1141,10,34,0.0,0
1,3,"November 27, 2018",554,8,386,0.0,0
0,2805,"November 25, 2018",1141,5,595,0.1382636655948553,2
1,180,"November 23, 2018",1141,10,749,0.006430868167202573,0
1,145,"November 23, 2018",1141,10,399,0.0,0
1,412,"November 23, 2018",1141,10,248,0.003215434083601286,0
1,2805,"November 22, 2018",1141,9,120,0.003215434083601286,0
0,2805,"November 22, 2018",1141,8,595,0.33118971061093244,2
0,145,"November 21, 2018",1141,10,1206,0.28938906752411575,2
1,807,"November 20, 2018",1141,6,386,0.0,0
1,807,"November 20, 2018",1022,6,386,0.0,0
0,73,"November 20, 2018",1141,1,595,0.28938906752411575,2
0,79,"November 20, 2018",1141,10,271,0.3633440514469453,2
0,79,"November 20, 2018",1141,9,1206,0.28938906752411575,2
1,2805,"November 20, 2018",1141,8,120,0.0,0
0,2805,"November 20, 2018",1141,10,332,0.20257234726688103,2
0,2805,"November 18, 2018",88,0,818,0.28295819935691313,2
1,65,"November 17, 2018",1022,9,749,0.0,0
1,14,"November 17, 2018",891,9,2,0.0,0
1,2805,"November 17, 2018",891,9,32,0.0,0
0,2805,"November 16, 2018",1141,10,271,0.3022508038585209,2
0,27,"November 16, 2018",1141,10,1206,0.29903536977491957,2
1,180,"November 16, 2018",1141,7,386,0.003215434083601286,0
0,2805,"November 16, 2018",1141,3,1206,0.42443729903536975,2
0,2805,"November 16, 2018",1141,7,595,0.3247588424437299,2
1,77,"November 16, 2018",1141,10,220,0.0,0
0,968,"November 15, 2018",1141,8,1597,0.3890675241157556,2
1,807,"November 15, 2018",1022,5,176,0.0,0
0,180,"November 15, 2018",1022,1,1206,0.2733118971061093,2
0,968,"November 15, 2018",1141,9,1206,0.35369774919614144,2
0,79,"November 15, 2018",1141,10,271,0.35369774919614144,2
0,968,"November 15, 2018",554,10,818,0.4340836012861736,2
0,968,"November 15, 2018",1141,9,1206,0.3858520900321543,2
0,968,"November 15, 2018",1141,9,271,0.37942122186495175,2
0,145,"November 15, 2018",1022,9,1597,0.36655948553054657,2
0,75,"November 13, 2018",1141,10,857,0.4083601286173633,2
0,807,"November 13, 2018",1141,9,18,0.292604501607717,2
1,13,"November 13, 2018",1141,10,399,0.0,0
1,1,"November 10, 2018",1022,8,220,0.0,0
0,53,"November 9, 2018",152,9,1206,0.315112540192926,2
0,67,"November 9, 2018",1022,10,1206,0.337620578778135,2
1,2805,"November 9, 2018",1141,10,220,0.0,0
0,75,"November 9, 2018",1141,3,857,0.3890675241157556,2
1,77,"November 9, 2018",1141,10,749,0.0,0
1,35,"November 9, 2018",1141,10,399,0.0,0
1,6,"November 9, 2018",1141,5,386,0.003215434083601286,0
1,2805,"November 9, 2018",1141,10,120,0.0,0
1,27,"November 8, 2018",1022,10,399,0.0,0
1,2805,"November 7, 2018",1022,10,399,0.0,0
0,968,"November 5, 2018",1141,9,1597,0.4115755627009646,2
0,2805,"November 5, 2018",1141,10,332,0.28617363344051444,2
1,22,"November 3, 2018",61,9,749,0.01929260450160772,0
0,77,"November 2, 2018",1141,10,1206,0.3697749196141479,2
1,807,"November 2, 2018",1141,7,386,0.0,0
0,2805,"November 2, 2018",1141,9,818,0.1864951768488746,2
0,2805,"November 2, 2018",1141,7,1597,0.3022508038585209,2
0,1,"November 2, 2018",1141,3,80,0.3890675241157556,2
0,2805,"November 2, 2018",1141,10,818,0.31189710610932475,2
0,968,"November 1, 2018",152,9,1206,0.3729903536977492,2
0,968,"November 1, 2018",136,9,128,0.3022508038585209,2
0,968,"November 1, 2018",554,9,1597,0.46623794212218644,2
0,968,"November 1, 2018",279,9,1597,0.4340836012861736,2
0,968,"November 1, 2018",184,9,857,0.28938906752411575,2
0,968,"November 1, 2018",1141,9,1597,0.3922829581993569,2
0,968,"November 1, 2018",228,9,1206,0.4598070739549839,2
0,968,"November 1, 2018",193,9,1206,0.3858520900321543,2
0,180,"November 1, 2018",1141,8,128,0.28938906752411575,2
0,968,"November 1, 2018",96,9,1206,0.504823151125402,2
1,56,"November 1, 2018",554,5,386,0.003215434083601286,0
0,2,"November 1, 2018",88,9,1597,0.5016077170418006,2
0,968,"November 1, 2018",152,9,1206,0.3954983922829582,2
0,968,"November 1, 2018",193,8,1206,0.337620578778135,2
0,2805,"November 1, 2018",1141,10,20,0.292604501607717,2
0,77,"November 1, 2018",1022,10,332,0.25401929260450157,2
1,2805,"November 1, 2018",1141,10,220,0.006430868167202573,0
0,968,"November 1, 2018",554,9,1597,0.40192926045016075,2
0,968,"November 1, 2018",279,10,1206,0.4115755627009646,2
0,968,"November 1, 2018",228,9,128,0.42443729903536975,2
0,968,"November 1, 2018",88,9,1206,0.3472668810289389,2
0,968,"November 1, 2018",228,10,1597,0.4565916398713826,2
0,968,"November 1, 2018",279,9,857,0.44694533762057875,2
0,968,"November 1, 2018",228,9,1206,0.4790996784565916,2
0,968,"November 1, 2018",279,8,1206,0.4083601286173633,2
0,968,"November 1, 2018",279,10,1597,0.382636655948553,2
0,968,"November 1, 2018",228,9,1206,0.49196141479099675,2
0,2805,"November 1, 2018",96,10,332,0.1414790996784566,2
0,968,"November 1, 2018",554,9,1206,0.42122186495176844,2
0,968,"November 1, 2018",88,9,1597,0.40192926045016075,2
0,2805,"November 1, 2018",279,10,332,0.3022508038585209,2
0,968,"November 1, 2018",136,10,1597,0.4308681672025723,2
0,968,"November 1, 2018",348,9,1206,0.44372990353697744,2
0,968,"November 1, 2018",184,10,1597,0.4180064308681672,2
0,968,"November 1, 2018",136,9,1206,0.37620578778135044,2
0,968,"November 1, 2018",193,9,857,0.4115755627009646,2
0,968,"November 1, 2018",348,9,1597,0.4180064308681672,2
0,968,"November 1, 2018",279,9,1597,0.46623794212218644,2
0,968,"November 1, 2018",279,9,1206,0.3922829581993569,2
0,968,"November 1, 2018",348,9,1597,0.45016077170418006,2
0,2805,"November 1, 2018",554,10,332,0.2958199356913183,2
1,807,"November 1, 2018",228,8,248,0.0,0
0,2805,"November 1, 2018",1022,10,818,0.28938906752411575,2
0,30,"November 1, 2018",891,10,1597,0.337620578778135,2
0,968,"November 1, 2018",136,9,1206,0.4180064308681672,2
0,968,"November 1, 2018",348,8,1206,0.3022508038585209,2
0,968,"November 1, 2018",184,1,595,0.33118971061093244,2
0,5,"October 31, 2018",1141,10,1597,0.40192926045016075,2
0,75,"October 31, 2018",554,3,1597,0.37620578778135044,2
1,245,"October 30, 2018",1141,10,176,0.003215434083601286,0
0,16,"October 27, 2018",96,9,857,0.29903536977491957,2
0,807,"October 26, 2018",1141,10,1597,0.3183279742765273,2
0,1,"October 26, 2018",1141,2,1597,0.40192926045016075,2
0,1,"October 26, 2018",1141,10,1206,0.28617363344051444,2
0,35,"October 26, 2018",1141,9,1206,0.27652733118971057,2
0,47,"October 26, 2018",1141,9,818,0.30868167202572344,2
1,5,"October 26, 2018",1141,10,399,0.0,0
0,968,"October 26, 2018",1141,10,1597,0.36655948553054657,2
1,2805,"October 25, 2018",152,8,386,0.0,0
1,2805,"October 25, 2018",1022,9,120,0.003215434083601286,0
0,2805,"October 25, 2018",1141,10,818,0.2958199356913183,2
0,807,"October 24, 2018",554,9,857,0.4405144694533762,2
0,2805,"October 23, 2018",1141,10,332,0.2347266881028939,2
1,65,"October 23, 2018",1141,9,749,0.0,0
0,2805,"October 23, 2018",1141,2,857,0.3247588424437299,2
1,2805,"October 23, 2018",1022,10,34,0.006430868167202573,0
0,4,"October 20, 2018",1141,10,1206,0.33118971061093244,2
1,65,"October 19, 2018",1141,9,749,0.0,0
1,86,"October 19, 2018",1022,8,220,0.0,0
1,2805,"October 19, 2018",1141,8,386,0.0,0
0,1,"October 19, 2018",1141,10,54,0.1607717041800643,2
0,807,"October 19, 2018",1141,10,54,0.15755627009646303,2
0,1,"October 19, 2018",1141,1,595,0.2733118971061093,2
0,189,"October 19, 2018",1141,10,857,0.44694533762057875,2
1,2805,"October 19, 2018",1141,9,399,0.003215434083601286,0
1,2805,"October 19, 2018",1141,10,399,0.006430868167202573,0
0,968,"October 19, 2018",279,9,1597,0.3890675241157556,2
0,807,"October 19, 2018",1141,5,54,0.0707395498392283,2
1,60,"October 19, 2018",1022,10,749,0.00964630225080386,0
0,16,"October 19, 2018",891,10,857,0.3022508038585209,2
0,1,"October 19, 2018",1141,10,857,0.3858520900321543,2
1,412,"October 19, 2018",1141,10,248,0.0,0
0,968,"October 18, 2018",1141,10,1597,0.4180064308681672,2
1,180,"October 17, 2018",228,8,386,0.003215434083601286,0
1,86,"October 16, 2018",1141,10,399,0.012861736334405145,0
0,2805,"October 16, 2018",1141,10,332,0.19935691318327975,2
0,968,"October 15, 2018",1022,10,1597,0.4790996784565916,2
0,968,"October 15, 2018",1141,10,1597,0.5080385852090032,2
1,412,"October 15, 2018",1141,10,248,0.0,0
0,968,"October 13, 2018",1141,9,1597,0.4180064308681672,2
0,75,"October 12, 2018",1141,10,271,0.4147909967845659,2
1,807,"October 12, 2018",1141,6,399,0.003215434083601286,0
0,5,"October 12, 2018",1141,10,271,0.315112540192926,2
0,2805,"October 12, 2018",1141,10,818,0.2733118971061093,2
1,807,"October 12, 2018",1141,10,220,0.0,0
